Title,Title_link,Texts,Likes,Comments
#USMCFS25250,https://www.facebook.com/hashtag/usmcfs25250?__eep__=6&__cft__[0]=AZV9V_SlKWbaytwY-t-10Po3yl6m4t8jr24yUC5LHJBrDZhtrRZ8X7NYQJxiigeWyhyMpGrDpJ9ARtLglM82ochBJlcKG69Fn3CoUrjeBYj-GcWYBvVA8aLxAsYjhNbAv1fKNQUOjEs_Tus0BKU7VVuF&__tn__=*NK-R,"But, you are one of the very chill lecturers in this semester, love your course even though you always say is a boring course for students.",104,
#USMCFS25252,https://www.facebook.com/hashtag/usmcfs25252?__eep__=6&__cft__[0]=AZVxmAUXb8BIIVwcXadYZ9uDzsXvDvethFeOUCSTZ_7SHD_YBwvfPFS3rY6rsfJQWFduaDkvajVj-s_YLmx-jSqmuCV7dsiQ5dkwAH_6-zRaKpMTIrp42LXG43zRfeTA3ov2FNjdRhui8sNh6k43bgmo&__tn__=*NK-R,.,80,
#USMCFS25259,https://www.facebook.com/hashtag/usmcfs25259?__eep__=6&__cft__[0]=AZV5iME12rFNSg8NoGeUyuE0MBtBnWNdilR7l65UaagFwrpQE3m405rLLHOxN1bp7b4qymTVGAL6ybZBEoN1sB6FK8w6-QdoUuuza_e6VBJF0ik0jUTVX2qkIkTpYYVsHcTCyoafzIj4BvTFco5tMBJ-&__tn__=*NK-R,Me during most of the online classes:,73,
#USMCFS25260,https://www.facebook.com/hashtag/usmcfs25260?__eep__=6&__cft__[0]=AZVO0KBNn3cCAGGciGF_izRlI5M55kUqBqXOIR2NBVTdMezZuw6zPiTtU2mwobhQwM4SIu_ZnOkk-eg0XCYyYeaZm435r90tUvjaDhukbVDROfu9G0M5IptiEaRSkUOsxVo5DkxawEPYVkibMArmKeMF&__tn__=*NK-R,Nah for those stressed have a dose of genshin ost… See More,2,
#USMCFS25261,https://www.facebook.com/hashtag/usmcfs25261?__eep__=6&__cft__[0]=AZVlN5KlVfoqWZZkAsdqhxu7i5gb0nb8uJZJsGNEA1lLhn8_UYHQAI5JMSbC3JAkGf3xl7OQtS8hACVIWSOGHv6AmMrnrhuiLCRjNO4ceMBYvRixV-956rm4kjneZA-1OLtHZ-U-waOl53wg8HF6I61p&__tn__=*NK-R,Lecturer:,254,
#USMCFS25262,https://www.facebook.com/hashtag/usmcfs25262?__eep__=6&__cft__[0]=AZWqrQxD-zGYgKNjYYsnkJSpgZknTRhbVx9_ulmhAkwiQkrh3dGReVJUchbB1HANYm7z3bYn8rQ-dEcimCjHe8dkE47C5aAWdEr1e-1gKpODe_StRF8J1XvRlS7KmIX0qaD88Uf9f4S1tLKKmscArmtY&__tn__=*NK-R,Kids late for class… See More,12,
#USMCFS25270,https://www.facebook.com/hashtag/usmcfs25270?__eep__=6&__cft__[0]=AZUIy67qsQPcbf8Kerwn3DSp0Ln_81O6HlyKUntWsil5MsjcLKcDu6x_WTEfSNNkalkwOYbK5qtu1T7Ow9-Y2Hlu2Cb8sGwQlMWlsmo6L3r1rnh5UDpXu_ClDQDy8xUzvTbemDv2SMYMdvLXDP6vh77d&__tn__=*NK-R,Did somebody say my name?,1,
#USMCFS25274,https://www.facebook.com/hashtag/usmcfs25274?__eep__=6&__cft__[0]=AZX8BdHrJTnO4Jh2iFeoDzAAfJAZZpTfEL90o05HWT90eEpMYsWqJct9iWgo_5Hvo2_kWizmbg4tRLO3cjxTL8Nsl8dIALqTvRtyCTRIfbMVxKyqlxxZEFICebbUAGQtH2S6GgR_OQzr-OXQoioN8ben&__tn__=*NK-R,Hopeless....,29,
#USMCFS25279,https://www.facebook.com/hashtag/usmcfs25279?__eep__=6&__cft__[0]=AZUmh6D9I6JJ93kfRmdqJD0brktndGFW9I_5ksNjewTFEC6VoZfT2cgdLlX-7p8fNuOk36GYhNVa9L114m5gUfgi3JtDcbBHucn-MR4mE2qLkcgwY3_NWlVwSqtA_AeSs9nmjZuK0_bP2ZH8ZW6fqZq5&__tn__=*NK-R,"Mock exam always run smoothly, but in fact got plenty of problems when answering in real time. So, when contact lecturer, lecturer will ignore it or just tell us to call exam unit",59,
#USMCFS25280,https://www.facebook.com/hashtag/usmcfs25280?__eep__=6&__cft__[0]=AZV1f_Ysty8TSvwt7Gse2YGQycoSyDeiK9inbd3olb-Y_-51vE27U5y4LeF9yhBrWNwarVVH2zVm5I8SM71Ku5LRWKKu5GOMup8I725-cqfwD2sBPkQ3zU2Niw6eQuKPRgSxt7gr1GL2I_XzrJyM4uA8&__tn__=*NK-R,#please make life easier!!! everyone is struggling #hearourvoice #UsmApex,129,
#USMCFS25282,https://www.facebook.com/hashtag/usmcfs25282?__eep__=6&__cft__[0]=AZXcRzLsnBJu02wTRdDQEXJ1lelvDqrJBI7BbvPNvKvdfE9d-vi82sJYjjyBlyYd07Hj9Mf233xNTk2t7OzlMvCGa8-kWkBaU5EEM1fg8pewR4yKmme83KR8OXS0lcyIwhw7VxyQf21vSH6f-wpciH0L&__tn__=*NK-R,Kny is for kids … See More,11,
#USMCFS25288,https://www.facebook.com/hashtag/usmcfs25288?__eep__=6&__cft__[0]=AZVFEQ6tl9Fq-cDmTJe9UFzIUGAdleRpaM1Ds87tzMcwhrr93HlQR2lEZajn7cKHScJe8J18PE4fcsOJ2G7DEDPI7Slv8DEBLRFT2Tqi8oUSgAt6fLJAGNJfoa0Imrp6xZ3et0eGBtbBAA3r7rIRLYNh&__tn__=*NK-R,"为什么我发现很多美女都是sarawak来的，尤其是古晋那边,有没有在usm读书的古晋美女tag出来好吗？我要认识",16,
#USMCFS25289,https://www.facebook.com/hashtag/usmcfs25289?__eep__=6&__cft__[0]=AZVn3hTOazAdlEhV8WHHWxWGgFg8b0NzLyEc5fQCSQeOzl5Un3pMTI6Lyrp9OkzV2QQKJPQ3EGC2ZdW5d_q8PYtvtVZ09AxDtxa8Tq7e496tAqA1vbYBWOePi20D1GcAJxk7Pt3OZLhU0s2vd_RkUHaR&__tn__=*NK-R,I feel like i shouldn't take this course,3,
#USMCFS25294,https://www.facebook.com/hashtag/usmcfs25294?__eep__=6&__cft__[0]=AZWwAVVwSFEeMVjN8NldP76DM8RAs6M0QLp5W7BEJjOc28AEHBeo_aCUhVVP-olaSckL81tDkBfjuQEb8RrTJOCUIHzPMzOcw7nx81OQSOaOGG589FcznncytFRfR-OGTj5nU5KlrwE7MOjwT1m0BNkg&__tn__=*NK-R,,2,
#USMCFS25295,https://www.facebook.com/hashtag/usmcfs25295?__eep__=6&__cft__[0]=AZVa85ccHOGf8DE-4gqZ--sXWgQwaiSaSI5uY9gM5nQWfM0y4xq4Y_eFiGqTwhkU1h26SMUYMnIzfsJE7APcNmUw2fSA790q0LoIoaKjYUbhsooUkBQaQK-P9ZpYirhdz_ZcIjjb2yZ2LfXmscUmqMSw&__tn__=*NK-R,"Are you happy with the Final Examination format published by USM? Do you think the format and system burden you? If yes, you with me. Let's together sign the petition to urge the Unit Peperiksaan dan Pengijazahan to change the format ans system that east the students. We are enough for not getting the study week break and now we urge the Unit to not burden us more!!!",14,
#USMCFS25296,https://www.facebook.com/hashtag/usmcfs25296?__eep__=6&__cft__[0]=AZUkc86jj2YeufY40Ho5Q3UClldCrlpn6-vxR5QO0Xue9M5Qv1B2c9Mm3QUi8XWOEdaCO3bA9YZLJIkFlknIsiaXQB9_JMlmM6IQazRbPrj_XoUoygW__r-2aXqo8d4pLxvs2Nm4-sGEpAg83lPK0lms&__tn__=*NK-R,Admin I love you,117,Yun Qi幽爵 你的日常？
#USMCFS25298,https://www.facebook.com/hashtag/usmcfs25298?__eep__=6&__cft__[0]=AZUs-_-2LdGWects5GWyLN26XhcFJG8bK-CTy8wEfQVKRqQS9CntEHUa1KQPFlR8KkUdzd6pkU5ZXvXezbfn0vuj4r6vEl2hYv9RCEvkkKbcx_PZeuOc0-E9DMq85Y7C2LBjImAPcIBJLCmM4wovya0O&__tn__=*NK-R,"I actually want all exam to have eproctoring. Cannot I die only, everyone must die together hehehe",64,
#USMCFS25300,https://www.facebook.com/hashtag/usmcfs25300?__eep__=6&__cft__[0]=AZUHA9JlWxLv3u9GRVu2R6GjDLgzEolz3VPSFuLYwg1yx-9tXK7eV7xeQYvsyZN9hvc3NNCJ7uldCt2kL2wGkbP_THq9lvy1mDeikxxAcZkdKdlnFXPFPQR0yJuDMXeIESux2Yc2YE-T_yzUfRg4Z3s6&__tn__=*NK-R,#USMCFS25269,1,
#USMCFS25301,https://www.facebook.com/hashtag/usmcfs25301?__eep__=6&__cft__[0]=AZXkqjZTu1fGriyCXe7Eqi-Z1pihYLIr-zGIFM8IUEhMMrb38B9xiNl0SmMwKdNAzXR8FifJQWNjFbiJ0HrIhkm0bnGWwlWajPJT7kaCGZLg9hLYoRt-VWzAKpkF3Ce1h7R1oqtn84lY3xWPxc6eZCnB&__tn__=*NK-R,wahh! so many usm students in grndr.  that’s mean str8 male students are limited now . no wonder if you girls still single skskskksk,4,
#USMCFS25306,https://www.facebook.com/hashtag/usmcfs25306?__eep__=6&__cft__[0]=AZWcN9TIovavyORAE9QutfHVoyamJ48C-jzQTQNk2MxZ0nx_iOoD_-XEL_a2EAGLT_jctYVBCeocNvGt3JfoLpXHwrxSsy4iTosCMpohHeC9c7he4DWpQwZJyBDBpduwkeeAp1BUjgCIBMmP7LVgt41K&__tn__=*NK-R,Rip,41,
#USMCFS25307,https://www.facebook.com/hashtag/usmcfs25307?__eep__=6&__cft__[0]=AZXDYG_Dfx7DI8PWdrA0t74JZkC_TY4UE4IF2dM4TB2n_A6LKGMea3OvmwmNbb4jougtP6V2fhaOz0VsXEz3LES9qq0MOYrwyXr9Vo-oRdrNLUNlvz8ovTiQFjq53YYgJwiXc98jtDZZ_MXov5ITKhSo&__tn__=*NK-R,"Guys, double check before submitting your stuff",11,
#USMCFS25308,https://www.facebook.com/hashtag/usmcfs25308?__eep__=6&__cft__[0]=AZWCTyAHi2Z77tbfzm8NvyppoNgSujFV9tXqkBXVTWwj7lzjmSEHhiucTWAbKXPOOgXOnfr0q8XTKnRWVKiP1eB0icgPFQuwtJGlFzK_lsBt7TPznvFSkH2DDQY_vyH3FhLi3HlHhxOTwpZy7Uj51yMz&__tn__=*NK-R,Nuff said,5,
#USMCFS25310,https://www.facebook.com/hashtag/usmcfs25310?__eep__=6&__cft__[0]=AZXafJid7bfPVzJLBF4bTJTjQB2zcHbMOmLUu6KgHGFPxMwt8FG0fR_ffZrqGvE5BpW2DglXRv2_yBh6TqSsfF86LkvbNgY80qEM8i8iy7AXcokn4IJ9e4TZcYIddP92EId7xiyENPLqh7kVZrUcoz4q&__tn__=*NK-R,I feel helpless when facing this kind of lecturer...,107,
#USMCFS25311,https://www.facebook.com/hashtag/usmcfs25311?__eep__=6&__cft__[0]=AZURwXNMbgwwzBEqQunar47nxAPq4_LpbB7SEkZ6RdZDm-GR_8x751eVzQu3o0nNRkj0ANo-3MBOGOMO4zgObNytct7rwyVrYWEl9Spg94Tf2-7r_-fM6nRuWSt2orFkItsEH1hXBW3_2smO3yCQ68lt&__tn__=*NK-R,GG,26,
#USMCFS25318,https://www.facebook.com/hashtag/usmcfs25318?__eep__=6&__cft__[0]=AZU4Onjazl4C2FMhq60so5oG8YHBSukwdstIELRu6QCA0x-hW04GKVdSm9XdjbK_egQZQhk5rOOqXLOn3uK-tL_CMpC7ewzf88vuG08M8NhEN_570UUmd2EFlijQp6zRm50STaACRIYh7cuaRPb5TrFb&__tn__=*NK-R,"Of 4 roommate I got, this one is the most challenging one, what he know? 只知道烧水， 在桌上做 mouse-warrior (最拿手), 晚上一直靠墙，不知道在上什么网， 日复一日， 都是这样，别的我懒在这讲，回你娘家吧 ...宿舍不适合你，反正 untill now I'm not seeing the purpose you return to campus, or perhaps your home is not conducive, need to climb up the tree, redah hutan, to find stable connection? 你家人怎么生出像你这样的儿子，covid 这个时候该帮帮家人，你却.....aiya...不说了",5,
#USMCFS25323,https://www.facebook.com/hashtag/usmcfs25323?__eep__=6&__cft__[0]=AZWuAF2fF-SVzU9fnzWQxL-REPlKtZ4j3w2GgsjArJ3K3LpekPutWa2vp1rvjk-kWS7sAU68Dmeki8RFcSjBCmlez9KpLMZKDqjszF2E2bzYIN83SBGP0UDqu3GMvH0pR6YzZ06Ry5tNwNf1nPvFIGj4&__tn__=*NK-R,Is raining.,11,
#USMCFS25325,https://www.facebook.com/hashtag/usmcfs25325?__eep__=6&__cft__[0]=AZVpgxuEv0isI0QQTrrH6B-2CGPGlNsCMdSzzrW3U3yulyWV9HSpnBpSsyxOzn8r_T0A3EyBu3N10-tEF2L1ETiAwZGvPkCiqbBAbi1acfOOTM-U4GzqtTD_j0V02-L55MhY2w-WkR0OT2b4eBECnb06&__tn__=*NK-R,😌,186,
#USMCFS25331,https://www.facebook.com/hashtag/usmcfs25331?__eep__=6&__cft__[0]=AZXlAPPOP-EKGnnTFooX-C6hXZruM8yjPPyy3zkwBbgW-fN2bCrAPgxXxUhawTNvjB6ESfF90gTb2KU8TMmlNHQ5WY9ojsxKqb9WW9Y5kDAqV4qx4pisWvJ3wmAw9P0PvLD8j2fqtc62a28fhKm87yoa&__tn__=*NK-R,,2,
#USMCFS25336,https://www.facebook.com/hashtag/usmcfs25336?__eep__=6&__cft__[0]=AZW0uZ6t4sdWDDl-JidhqXdhm9AeAnBsL8vNxu95MXz0XZGGPGrinqKdfVRRvO7SaNJbgbOoRd-IDUhDDBLrJpp3zc3_j1Sf4o5S1HHO0TJ78eGdF_FVhef0wlQy5EUcwmP11fGRBGdMN7MPuTW3TJzE&__tn__=*NK-R,看到外卖华人餐，免delivery fee，需要定五份，.有谁要一起定吗？,3,
#USMCFS25337,https://www.facebook.com/hashtag/usmcfs25337?__eep__=6&__cft__[0]=AZUygiSbZ8RQ6NbtiKr3kI2uTXa3orQLKOESVNyVvn0UyBEjfGYTlv98vflCsTh9T-0x7Mj5xZl3_DE48mepppPXeZLj-fAMgHZibFQrnHuJpU6QTIhMYNq2DxcL_M4d-HLeCRUoLVlrWeuTpJBYIU0k&__tn__=*NK-R,有点好奇那些声音很嗲的女生老的时候声音还会嗲吗？有点怪怪的。。,4,
#USMCFS25340,https://www.facebook.com/hashtag/usmcfs25340?__eep__=6&__cft__[0]=AZWgmj0a7vGQIhWovtP_y2Zkt3xiDwubGN8-ncwaJG85fPGPNfD6Cmt8FjIO4ut3zOXNqsyBCYNSY0RdFe3XnyMyARsIMw4o44ptowEWoWHA6HQ6k1dYm3v_g7yYHckY_6Mjd6PznxdrsPGKJlTYk7W0&__tn__=*NK-R,"Hi, anyone taking spanish courses? May i know is it easy to score or what kind of assignment we need to do? Very interested in studying spanish but i have no one to refer to. Need a student pov instead of a lecturer. Thank u",10,"尤绾宣Spanish is considerably easy,can go Spanish further studies if interested lol hahaha"
#USMCFS25349,https://www.facebook.com/hashtag/usmcfs25349?__eep__=6&__cft__[0]=AZV0hL80PnPF6FZcJUgRJQfpHUDqIrl_9Y9g5DUdmUpT0Ccb_H9AAZpcdS-2E9LZbO7vnzMNawkJI9Da7mmhjzuNtZN8Z35nZQLWGUk8t5x7UkTwE3Xm6Zr5erj7FTpGqUdIESsmEsCB5z9kYoZchSFE&__tn__=*NK-R,我花了一个星期看完了lecturer note,88,
#USMCFS25353,https://www.facebook.com/hashtag/usmcfs25353?__eep__=6&__cft__[0]=AZUzPbEepk5WGiH0m0ZSoijAgCPz7d9exn4gvs-NDS59m_Sm55AQBxhoI22ots1mwelRoUitcksR1LC0otVwZ5uv8Dpdtk-e6Ueyzi5xFu4st7RC73XgDG-rCqF_3p8fVpJb7T85VbjK_9lxPuG4ZYNC&__tn__=*NK-R,"I keep scrolling my tiktok fyp and u know what, it's full with Thai tiktoks with BL contents",2,
#USMCFS25354,https://www.facebook.com/hashtag/usmcfs25354?__eep__=6&__cft__[0]=AZVPb6AZZDKlTnMNetTjT1cEfaeDVU1a_iHniwqixRY5vvNlJ8FCqGd1oELZ8H7fwjrRqj4uxYjAgiEEGSQXfR-pUGq2S05nExDWX0wX-3LhHftQFY52r2YamraxFhWvyCa5SKpUlF92H-F-gusy6coa&__tn__=*NK-R,😏,1,
#USMCFS25356,https://www.facebook.com/hashtag/usmcfs25356?__eep__=6&__cft__[0]=AZV-ChWLj1GzDSCGTP180zHS1n-361813hwEigjaOGF-GMSnefaerItdfyFAmNKTd936KYgS4dr6CyisfAbi7Gz4ePzeFtCpWKsaRLEpvdqLyc23NVpY9MzZefppW4di9nA-xPAx7zeJKHvtBuBBqsrp&__tn__=*NK-R,Can anyone from a*w 115 class help me? I am struggling in this assignment. Does anyone willing to teach or show me yr assign to refer? Everyone data sets is different I won't and can't copy from yours. Pls I really stuck in this assignment,2,
#USMCFS25361,https://www.facebook.com/hashtag/usmcfs25361?__eep__=6&__cft__[0]=AZW2xGySj7KtOm198ddxYyUSlZS_6vgtvhrixdaKNlT5CYmOeAbpIgbEjg-ehGPU8ELqPp5GEPsMnNgjE46qfcsmuNjuY5kbHKOI-1A_RhIg1Nse0nTf_C47Y5cnOgSbqWVfRmTtUZ5GIJtV6jvtCwt6&__tn__=*NK-R,,2,
#USMCFS25362,https://www.facebook.com/hashtag/usmcfs25362?__eep__=6&__cft__[0]=AZUf9zWRexya6E7u3_NY3yGvHgQD-MM5Dkd2z_OuCv0xkIUgYdm0XiqjOWJxa--YIMFQADxOOy0kgh0XlqEgWMXBbTwfoF44ADfkeW0Emiw_KtbuGot6hhTqCTMgIpBSn6zNXSDbWhfNPOZ65X8aVCgj&__tn__=*NK-R,"Daily meme, like for more memes",9,
#USMCFS25366,https://www.facebook.com/hashtag/usmcfs25366?__eep__=6&__cft__[0]=AZVoqDfUv25f46eyHGwcKuO8VGPb9IzfvHSWwrqVJ0BkdwsTDTJQeMpJZZ1QyWjW5UgPpzujyT4r2f2zeoMa9uV9obBC49B10jYSHbhk4H0PSgjvyKFu1R5CuabSDiI2RQBw4BBSYnEAQOa2xPEtxj68&__tn__=*NK-R,,2,
#USMCFS25369,https://www.facebook.com/hashtag/usmcfs25369?__eep__=6&__cft__[0]=AZXfeSzOKyKDRGeLuuPyvdNZLLVtVYIdAgN0abxor4CM-rzSSf-4nV9VGnjo84_I5l5yENw6CSD8A2S-goD-xsdLRd7pscIS8HA5XamIjiRf7W5xTcYvWVcVKro6LpVc5bux0kky_QmuBpU_y9w332tj&__tn__=*NK-R,"I'm having a painful toothache. Can't concentrate in getting my tasks done. Do you guys have any tips that can help to lessen the pain, please? It hurts so much  especially at night",12,
#USMCFS25371,https://www.facebook.com/hashtag/usmcfs25371?__eep__=6&__cft__[0]=AZXjFFdWF0xadrq8x2pQ5Xhx3TW9kOtzmJiqmlvBX4GC29TEejWoS_xriH5ZVErqLm8aexTsGcND_B3D0MKx8TLMGdNb4T8ar2m0L83lnysZCxMOqb2wHvk_j28oeKPenqK4mlsFBw85XgcdUSGiwMsL&__tn__=*NK-R,"More than 11 submission within two weeks. I'm so stressed !  essay, SketchUp, AutoCAD, ArcMap, report, 3D modeling. I'm sure you know which school I am",9,
#USMCFS25376,https://www.facebook.com/hashtag/usmcfs25376?__eep__=6&__cft__[0]=AZWSBQp0nHZbJFmExcfG-409IMJ5Gn6EkqX11VgEPt9UgVFjl7Ogh3nFzz2EgSz20to7wVQMNYP-PFcBudl5POcHLrQJ-MjDLuLBYyB2U0LCFZwnL3q1ygYyFuHtVOD-NXVFNy578IS-Tz21Fbd8Dbf_&__tn__=*NK-R,And here I am doing useless things  instead of doing the assignment.… See More,29,
#USMCFS25378,https://www.facebook.com/hashtag/usmcfs25378?__eep__=6&__cft__[0]=AZXcUHYjZ3YiWt5h18OAOQScmx7m3DsJTNcPdOf7AuLtnuP5Afhr4hZMroejpaZOCdOXc3Tl2rIS6aGSyiMgqVGcc54BEuaVnLyAH6JV7cAK2JvTstDpt0XoHL3q7IPonDmGA4sxymI2hB3y-h1DSbHm&__tn__=*NK-R,"Its been two weeks but I still want to share this, I hope our beloved lecturers are in good health and can survive through this pandemic.… See More",21,Top FanYick Han ThenYin Hon Ooi 这样好笑？
#USMCFS25379,https://www.facebook.com/hashtag/usmcfs25379?__eep__=6&__cft__[0]=AZWUczzvy0qOgrLzhq7WgSBl0RyeulBKFQKoLDeMTb2AnsDckj52C3jkXRoVd-0NSQbRt0MuVGGuV3mtJ-IjZY4X6fyrzKnGTEzaLj3mnCBNu_ivYokVIlLLBWw8CkDE2h6u57QOvoxTfFxrDnufk6g2&__tn__=*NK-R,I didn't wanna put any text but they won't allow me to post if I don't,119,Arief Ferdaus AzmiThe bomb has been planted.2
#USMCFS25383,https://www.facebook.com/hashtag/usmcfs25383?__eep__=6&__cft__[0]=AZW99vxNa6B_gXxthCjXEkNqD3Ebsifmlkb1Ozl5Ip44PAgSZ8BYfD_RGwQ0Tki2y_4oLN4TFLM9zGQO3QnbjEauMG3sGgxKe7XmwJA-QaOt0RMLZwy3r54h_tp2i8qrv7q4y2ZNCIShnt-1EZa_B7Qo&__tn__=*NK-R,I can't share positive vibes anymore. Days are just so dark. Nights are so bright I can't sleep. I'm depressed as hell.,9,
#USMCFS25386,https://www.facebook.com/hashtag/usmcfs25386?__eep__=6&__cft__[0]=AZVROco37QnluAQy6lHkcvmC04zJmnRjiwLddqPgpZf533RV3JsQX_7HV3fZzSb-X45H6nqThALoFhgIRj6dIpAiIj6HJlDbkYms7USESnn0R34lMZYG1loGHz4s_521JMpnZgi9hmEVbkb4ILtoyE0M&__tn__=*NK-R,Imagine u have a room shape like a cylinder and u cant find a corner to cry.... Well too bad.... No corner for u,4,
#USMCFS25390,https://www.facebook.com/hashtag/usmcfs25390?__eep__=6&__cft__[0]=AZXOMa8YhKfiNeW00P_bBO_2U8u4qCwvTqZBjElDpptzdcSxefnqY8Gdev4vpkIZKShOHdP239pGBzsL32WJyvo_vCnk9xlb39isL_bWWLtEZQapgbWHRKaFyPLE4FR6y91YQVKh3rvP95KXMourLGov&__tn__=*NK-R,chapter 1: the 1,2,
#USMCFS25393,https://www.facebook.com/hashtag/usmcfs25393?__eep__=6&__cft__[0]=AZVMEpQPj1Rbkxl3ui7mGXIKUlyBYIOLU3QNQ_6OxomO9-xLp5e1U2EiNZuk-_GiKCsQcljrac3KQFF-kMoMzPAF7RQd8zyJiQhaa-pPg3ADGLEpnL7nCiWBWmNw3YvGFug0wLmXab9NDpK3WYzKZ29c&__tn__=*NK-R,Can anybody share interesting ghost stories happened around USM.,52,
#USMCFS25394,https://www.facebook.com/hashtag/usmcfs25394?__eep__=6&__cft__[0]=AZVFTCx62NfUAqca8-oHX2rhqM8S4uGB54X0K_Z2ctK9gGW9aDdvwH3KdaSJAcA6FrrFango0GaLIYnOLpp9cikdwg4Ad1fXyXIOw87pmSymf2Wc8C5mybLl_fWP5EyhvjqEZyQJFT1ekf73Oi7a74uU&__tn__=*NK-R,🙂,7,
#USMCFS25395,https://www.facebook.com/hashtag/usmcfs25395?__eep__=6&__cft__[0]=AZU-gpOLF-4chpK04qKlsgicIFHyL8MjN4RwHP5p0drjXJtky2kdta4XFVkGscjIq0-dX3PNJCacSW6X2mGCweODse1jr4IPLiaNEusvCp9WH2lKF07c1ox-apf_092wwiJfxfFW59J3unyVtdhk46gO&__tn__=*NK-R,,13,Top FanLee Jia XinYinxin Lau 他来了 他又回来了1
#USMCFS25398,https://www.facebook.com/hashtag/usmcfs25398?__eep__=6&__cft__[0]=AZWxc-60nze40TealGYW1UElLMgCigdDHXlI_WXzjnRBR6gT-3Z_jMpHyzCro4HrtFzZCTMmE9Sm91e3PEl1MJbTfSTTjfqQiJfZjcEvBJv12W5iA3a0EnxOG0fYN-nL6gSoIvIdFL0rsL_E-rO1PWAy&__tn__=*NK-R,Like that's ever gonna happen,5,
#USMCFS25399,https://www.facebook.com/hashtag/usmcfs25399?__eep__=6&__cft__[0]=AZVFqJJDVfcHCVbvomuN4UVs7PjtYTa3IgD3g87X--dH9mLLH_9WFbtuOkIcW-TwnJ39ysHRCzSSSqHGu_G33xtWZjOzp_IUQz8o5mE2FB11M6TX8N6cwqs18rARlPeGryGYQn959YZS9y8cAPWBKHug&__tn__=*NK-R,"Anybody want to live till old, study till old?",8,
#USMCFS25401,https://www.facebook.com/hashtag/usmcfs25401?__eep__=6&__cft__[0]=AZVVFX0M8r1vFWpchN27AIBtMDN2eyEvk0zbGSwl1ko8-bDDm-2bW2EkjkGouw3ARGu8ClD7pZHWnRfVqkU-9WuMogxdpHQB6_MIFrhdTMl8ps1npbm9x2wmP88Dl0NE_PppUbIrDWwTfsvoW8oHjm3r&__tn__=*NK-R,"Someone just said this to me, and I can't stop convulsing",15,
#USMCFS25403,https://www.facebook.com/hashtag/usmcfs25403?__eep__=6&__cft__[0]=AZXZCsjbrKQyHj87QMVBI4wHDR748xdaoKSMbAsigsQz0WP8XMMIA-xsF7kVoVPhKLNFK0nyc5pTtnQj3mD8LIjxxGDO5wG1Da8vpgxhAgz2BRsMx5me2vUeqRWIk7AZm1tKJvkM1ax7olbEBDOON1lO&__tn__=*NK-R,,4,
#USMCFS25407,https://www.facebook.com/hashtag/usmcfs25407?__eep__=6&__cft__[0]=AZW7DtfFiLyC-NOji3UKw64TrcpVRJgyYyatl7Pj5n8F4g8DwPrN603gynqu4C_0cBC6Akucmpd5VOBAjv8gWBLqiuyWFQx_J8uh6La_OQqXYZ5eO-yj1Ubet1kGElQV_oZiLZlVLbMlrTjlN7Od3GN4&__tn__=*NK-R,I know im not the only one who does their assignment because they just wanna finish it instead of getting good grades. Breakdowns are kinda my jam right now. Setiap masa asyik nangis je sebab stress T^T,5,
#USMCFS25408,https://www.facebook.com/hashtag/usmcfs25408?__eep__=6&__cft__[0]=AZVgZtV5zH12Y2_zAEerg7x2fkczOj7zTzgaPKhtkKNls3mIXpHSED2wQ0bIGbnbSX05Gj14ndeQ1KZ7j5G41wtzRQ5RWEgYujOIkHOghuL4Zlu-B_wKsP0uHgC3S3UK9zGh1ep3AV1rwzjp7QOhk_5R&__tn__=*NK-R,成绩好的没有义务带大家飞、也没有义务做多一点、也没有义务去做别人的part、也没有义务去检查和修改别人的part，体谅一下啦，他们很可怜的，谁知道他们一天睡了多少个小时。。。能来到usm的人应该都是很厉害的人了，希望大家可以认真、用心一点。,126,
#USMCFS25415,https://www.facebook.com/hashtag/usmcfs25415?__eep__=6&__cft__[0]=AZWLcAw-PtdFpUJVjDXpR-jV1jLq3UWHO-zTZfy-UgpGAjrZ3xKgpfYG5K_5NJSfahsrzRP75B0v8nao_6jv_PnXZp1vkJIdIIDSjONFXbsEeDplSWShhjXoBlRKH2JPvqeM_3FREzRhypUT7Kxhxca8&__tn__=*NK-R,真的很想退学，甚至还想s，可能是我太弱了，经不起庞大的压力。我告诉我自己要坚强，可是我真的快坚持不住了，大学真的不是我该来的地方。,82,
#USMCFS25422,https://www.facebook.com/hashtag/usmcfs25422?__eep__=6&__cft__[0]=AZUvwDXVLH9MR0DfwS0qrpE8eYXOOf29-IMmRaQVc8kfnaK4rK_JfBwBeGWec4BnD-aM1pdtXIs56l30QfotQS4AavIb-c-0wQj-vdgxX7EblEkLtOqYIzlNqSI4zjfU2jjxpyE_Hzc7gIRmLvGFaCzo&__tn__=*NK-R,When you are doing your assignments and something SUS appeared. (Intense BGM!!!),2,
#USMCFS25428,https://www.facebook.com/hashtag/usmcfs25428?__eep__=6&__cft__[0]=AZV1Tb7cZ_Uy9g2gtelgQ3bdgHbSwJ2OLZnGZyvqHLRJXuQGGRYjAgUrV69J8Rd4y1CMu8M2ExozhThdm9KIvB9ZznS55fROGVNAzrCQu1E0CH7kTTb1qOzp9XelgxEQxZQV5QrxpVILkv5Ge1-PhBuh&__tn__=*NK-R,"Which Convenience store is the choice of friends in usm?,· See original  · Rate this translation",1,
